Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Total Revenue
2022-05-25,Australia,DevTools,Online,Business,8260.0,1.0,981.0,Yes,8260.0
2022-05-26,Europe,Database,Direct Sales,Consumer,7686.0,14.0,1139.0,Yes,107604.0
2022-05-27,Australia,Database,Partner,Consumer,3812.0,11.0,1013.0,No,41932.0
2022-05-28,Europe,DevTools,Direct Sales,Consumer,5699.0,7.0,1513.0,Yes,39893.0
2022-05-29,Australia,Antivirus,Direct Sales,Consumer,8372.0,2.0,944.0,Yes,16744.0
2022-05-30,Australia,Database,Online,Business,280.0,15.0,1026.0,No,4200.0
2022-05-31,Europe,ERP,Partner,Business,8042.0,8.0,1153.0,Yes,64336.0
2022-06-01,South America,DevTools,Partner,Business,9474.0,15.0,506.0,No,142110.0
2022-06-02,Australia,CRM,Online,Business,417.0,8.0,1238.0,Yes,3336.0
2022-06-03,Asia,CRM,Partner,Business,551.0,10.0,884.0,No,5510.0
2022-06-04,South America,Antivirus,Online,Consumer,3511.0,19.0,584.0,Yes,66709.0
2022-06-05,Europe,ERP,Direct Sales,Business,969.0,3.0,1867.0,No,2907.0
2022-06-06,South America,Database,Direct Sales,Consumer,4845.0,14.0,984.0,Yes,67830.0
2022-06-07,North America,CRM,Online,Consumer,7314.0,9.0,1139.0,No,65826.0
2022-06-08,North America,Antivirus,Direct Sales,Consumer,5712.0,9.0,1741.0,Yes,51408.0
2022-06-09,Australia,ERP,Direct Sales,Business,2045.0,6.0,750.0,Yes,12270.0
2022-06-10,Australia,ERP,Online,Consumer,6583.0,8.0,1775.0,Yes,52664.0
2022-06-11,Asia,Antivirus,Direct Sales,Consumer,6880.0,11.0,862.0,No,75680.0
2022-06-12,South America,Antivirus,Partner,Business,9331.0,8.0,1384.0,No,74648.0
2022-06-13,North America,Database,Direct Sales,Consumer,1553.0,12.0,1529.0,Yes,18636.0
2022-06-14,Australia,Antivirus,Online,Consumer,6954.0,10.0,1858.0,Yes,69540.0
2022-06-15,South America,Database,Partner,Consumer,9123.0,4.0,1411.0,Yes,36492.0
2022-06-16,Australia,Database,Partner,Business,5065.0,16.0,1180.0,Yes,81040.0
2022-06-17,Australia,DevTools,Direct Sales,Consumer,3682.0,6.0,1358.0,Yes,22092.0
2022-06-18,North America,ERP,Partner,Consumer,1790.0,9.0,803.0,Yes,16110.0
2022-06-19,North America,ERP,Online,Business,8681.0,5.0,1534.0,Yes,43405.0
2022-06-20,Australia,ERP,Partner,Business,4003.0,6.0,780.0,Yes,24018.0
2022-06-21,Europe,DevTools,Direct Sales,Consumer,9256.0,17.0,1336.0,Yes,157352.0
2022-06-22,Australia,Database,Direct Sales,Business,8493.0,17.0,1471.0,Yes,144381.0
2022-06-23,Australia,Database,Partner,Business,3829.0,13.0,1848.0,No,49777.0
2022-06-24,Asia,Antivirus,Online,Business,5782.0,17.0,1175.0,No,98294.0
2022-06-25,Asia,DevTools,Online,Business,369.0,14.0,1663.0,Yes,5166.0
2022-06-26,Asia,Antivirus,Direct Sales,Business,2706.0,2.0,751.0,Yes,5412.0
2022-06-27,Europe,DevTools,Direct Sales,Business,7132.0,19.0,734.0,Yes,135508.0
2022-06-28,Europe,Antivirus,Online,Business,6811.0,3.0,1287.0,No,20433.0
2022-06-29,Australia,CRM,Partner,Consumer,3598.0,2.0,1395.0,No,7196.0
2022-06-30,Asia,ERP,Partner,Business,8105.0,2.0,1449.0,Yes,16210.0
2022-07-01,Europe,ERP,Partner,Business,2435.0,7.0,1619.0,Yes,17045.0
2022-07-02,North America,Database,Partner,Business,4667.0,4.0,942.0,Yes,18668.0
2022-07-03,Australia,CRM,Online,Consumer,4778.0,17.0,1434.0,No,81226.0
2022-07-04,South America,ERP,Direct Sales,Business,3474.0,6.0,782.0,No,20844.0
2022-07-05,Australia,Database,Direct Sales,Business,9551.0,7.0,828.0,No,66857.0
2022-07-06,South America,CRM,Partner,Consumer,6997.0,6.0,601.0,No,41982.0
2022-07-07,Asia,ERP,Online,Business,5438.0,9.0,1621.0,Yes,48942.0
2022-07-08,South America,Antivirus,Online,Consumer,5154.0,4.0,1260.0,Yes,20616.0
2022-07-09,Asia,DevTools,Partner,Consumer,1677.0,5.0,857.0,Yes,8385.0
2022-07-10,North America,CRM,Partner,Business,3785.0,19.0,1334.0,Yes,71915.0
2022-07-11,South America,Database,Partner,Consumer,6760.0,10.0,1031.0,Yes,67600.0
2022-07-12,Australia,CRM,Direct Sales,Business,9253.0,18.0,1756.0,No,166554.0
2022-07-13,Asia,Database,Partner,Business,8183.0,15.0,1292.0,Yes,122745.0
2022-07-14,Australia,CRM,Direct Sales,Consumer,3074.0,1.0,545.0,Yes,3074.0
2022-07-15,Europe,Database,Online,Consumer,4396.0,5.0,1978.0,No,21980.0
2022-07-16,Asia,ERP,Online,Business,921.0,5.0,611.0,Yes,4605.0
2022-07-17,South America,Antivirus,Direct Sales,Business,1112.0,8.0,1544.0,Yes,8896.0
2022-07-18,Asia,ERP,Direct Sales,Consumer,4755.0,15.0,1156.0,Yes,71325.0
2022-07-19,Australia,Antivirus,Direct Sales,Business,5349.0,17.0,874.0,No,90933.0
2022-07-20,North America,ERP,Direct Sales,Business,2714.0,19.0,1515.0,Yes,51566.0
2022-07-21,Asia,ERP,Partner,Business,6464.0,13.0,689.0,No,84032.0
2022-07-22,South America,CRM,Online,Consumer,7063.0,10.0,1787.0,No,70630.0
2022-07-23,Europe,DevTools,Partner,Business,3061.0,17.0,876.0,No,52037.0
2022-07-24,North America,Database,Direct Sales,Business,7608.0,5.0,1042.0,No,38040.0
2022-07-25,Europe,Database,Partner,Business,2135.0,18.0,1449.0,Yes,38430.0
2022-07-26,Asia,Database,Partner,Consumer,5488.0,17.0,502.0,No,93296.0
2022-07-27,Australia,Antivirus,Online,Consumer,8062.0,4.0,1209.0,Yes,32248.0
2022-07-28,Australia,Database,Partner,Consumer,5416.0,7.0,1841.0,No,37912.0
2022-07-29,South America,Database,Online,Business,9089.0,5.0,1521.0,Yes,45445.0
2022-07-30,Australia,CRM,Direct Sales,Consumer,679.0,8.0,1082.0,Yes,5432.0
2022-07-31,North America,ERP,Partner,Business,5924.0,8.0,1491.0,Yes,47392.0
2022-08-01,Australia,Database,Direct Sales,Consumer,5661.0,11.0,1905.0,Yes,62271.0
2022-08-02,South America,DevTools,Online,Business,6637.0,9.0,782.0,Yes,59733.0
2022-08-03,Asia,Database,Direct Sales,Consumer,8351.0,19.0,1298.0,Yes,158669.0
2022-08-04,Asia,Antivirus,Direct Sales,Business,7286.0,19.0,852.0,Yes,138434.0
2022-08-05,Australia,Antivirus,Online,Business,7924.0,9.0,1781.0,Yes,71316.0
2022-08-06,Europe,Antivirus,Direct Sales,Consumer,2959.0,17.0,1582.0,Yes,50303.0
2022-08-07,Asia,Database,Direct Sales,Business,3936.0,16.0,1702.0,Yes,62976.0
2022-08-08,Australia,CRM,Direct Sales,Consumer,6305.0,7.0,1915.0,No,44135.0
2022-08-09,South America,DevTools,Partner,Consumer,5579.0,3.0,848.0,Yes,16737.0
2022-08-10,Australia,Database,Direct Sales,Business,9615.0,19.0,573.0,Yes,182685.0
2022-08-11,Asia,CRM,Online,Business,1950.0,8.0,936.0,Yes,15600.0
2022-08-12,South America,CRM,Partner,Consumer,3578.0,5.0,1099.0,No,17890.0
2022-08-13,Australia,Database,Partner,Consumer,5770.0,6.0,1438.0,No,34620.0
2022-08-14,North America,Database,Online,Consumer,8693.0,2.0,1697.0,Yes,17386.0
2022-08-15,South America,CRM,Direct Sales,Business,9301.0,19.0,1025.0,Yes,176719.0
2022-08-16,North America,CRM,Partner,Consumer,3427.0,13.0,1210.0,No,44551.0
2022-08-17,Europe,CRM,Partner,Business,764.0,6.0,1678.0,Yes,4584.0
2022-08-18,South America,Database,Partner,Business,4274.0,6.0,838.0,Yes,25644.0
2022-08-19,North America,CRM,Direct Sales,Consumer,4004.0,2.0,826.0,No,8008.0
2022-08-20,Asia,Antivirus,Partner,Consumer,9866.0,5.0,1384.0,No,49330.0
2022-08-21,Asia,Database,Online,Business,4368.0,11.0,1154.0,Yes,48048.0
2022-08-22,Europe,Antivirus,Direct Sales,Business,3127.0,11.0,1923.0,Yes,34397.0
2022-08-23,South America,ERP,Online,Business,3717.0,14.0,1036.0,Yes,52038.0
2022-08-24,South America,Database,Online,Business,4030.0,13.0,1639.0,No,52390.0
2022-08-25,South America,ERP,Partner,Consumer,8233.0,8.0,1375.0,Yes,65864.0
2022-08-26,Europe,CRM,Partner,Business,902.0,15.0,582.0,Yes,13530.0
2022-08-27,South America,CRM,Partner,Consumer,3233.0,12.0,627.0,No,38796.0
2022-08-28,Asia,DevTools,Online,Consumer,9667.0,3.0,805.0,Yes,29001.0
2022-08-29,North America,CRM,Direct Sales,Consumer,1616.0,5.0,715.0,Yes,8080.0
2022-08-30,Asia,ERP,Partner,Business,7452.0,6.0,994.0,Yes,44712.0
2022-08-31,Asia,CRM,Partner,Business,3628.0,2.0,1368.0,Yes,7256.0
2022-09-01,North America,Database,Online,Consumer,5860.0,8.0,1404.0,No,46880.0
2022-09-02,Asia,CRM,Direct Sales,Consumer,1086.0,5.0,1382.0,No,5430.0
2022-09-03,Europe,DevTools,Online,Consumer,3133.0,17.0,676.0,No,53261.0
2022-09-04,North America,CRM,Partner,Consumer,5059.0,2.0,1400.0,Yes,10118.0
2022-09-05,Asia,ERP,Online,Business,2394.0,11.0,1115.0,Yes,26334.0
2022-09-06,Australia,ERP,Partner,Consumer,5465.0,4.0,1855.0,Yes,21860.0
2022-09-07,Asia,CRM,Direct Sales,Business,2276.0,11.0,1868.0,Yes,25036.0
2022-09-08,Europe,ERP,Online,Business,6536.0,9.0,1652.0,No,58824.0
2022-09-09,South America,ERP,Partner,Business,9053.0,6.0,1555.0,Yes,54318.0
2022-09-10,Asia,DevTools,Partner,Business,946.0,2.0,672.0,Yes,1892.0
2022-09-11,South America,Database,Partner,Consumer,2244.0,15.0,627.0,Yes,33660.0
2022-09-12,Australia,DevTools,Partner,Business,8460.0,5.0,1761.0,No,42300.0
2022-09-13,Asia,Antivirus,Online,Consumer,6352.0,12.0,1141.0,Yes,76224.0
2022-09-14,North America,DevTools,Partner,Business,879.0,13.0,1177.0,Yes,11427.0
2022-09-15,South America,CRM,Online,Consumer,4915.0,17.0,1772.0,Yes,83555.0
2022-09-16,Australia,Database,Partner,Consumer,2177.0,4.0,1432.0,Yes,8708.0
2022-09-17,North America,CRM,Online,Consumer,2071.0,10.0,769.0,Yes,20710.0
2022-09-18,North America,Antivirus,Online,Consumer,9412.0,1.0,817.0,No,9412.0
2022-09-19,North America,Database,Partner,Consumer,7639.0,11.0,510.0,Yes,84029.0
2022-09-20,North America,ERP,Partner,Business,6993.0,16.0,1566.0,Yes,111888.0
2022-09-21,Asia,DevTools,Partner,Consumer,2465.0,11.0,1228.0,Yes,27115.0
2022-09-22,Asia,CRM,Partner,Business,1274.0,9.0,1925.0,Yes,11466.0
2022-09-23,Asia,Antivirus,Direct Sales,Consumer,8721.0,2.0,1571.0,Yes,17442.0
2022-09-24,Australia,ERP,Partner,Business,158.0,7.0,655.0,No,1106.0
2022-09-25,Australia,DevTools,Partner,Business,3942.0,19.0,742.0,Yes,74898.0
2022-09-26,Australia,ERP,Partner,Business,2848.0,18.0,1253.0,No,51264.0
2022-09-27,Europe,DevTools,Online,Consumer,5747.0,7.0,1887.0,No,40229.0
2022-09-28,Australia,Database,Partner,Business,2580.0,9.0,871.0,Yes,23220.0
2022-09-29,Asia,ERP,Online,Consumer,3181.0,12.0,1738.0,Yes,38172.0
2022-09-30,Asia,ERP,Online,Consumer,8515.0,3.0,968.0,No,25545.0
2022-10-01,Europe,ERP,Online,Business,6072.0,16.0,905.0,Yes,97152.0
2022-10-02,Europe,Database,Online,Business,1542.0,7.0,1852.0,No,10794.0
2022-10-03,Australia,Antivirus,Direct Sales,Consumer,7292.0,5.0,571.0,No,36460.0
2022-10-04,South America,DevTools,Partner,Consumer,2154.0,7.0,1491.0,Yes,15078.0
2022-10-05,Europe,ERP,Online,Consumer,4387.0,19.0,565.0,Yes,83353.0
2022-10-06,North America,Database,Partner,Consumer,6501.0,17.0,1701.0,No,110517.0
2022-10-07,Asia,Antivirus,Online,Consumer,2792.0,16.0,1744.0,Yes,44672.0
2022-10-08,North America,DevTools,Direct Sales,Consumer,3903.0,19.0,1840.0,No,74157.0
2022-10-09,Asia,Database,Online,Business,7368.0,18.0,779.0,No,132624.0
2022-10-10,Asia,DevTools,Partner,Consumer,9385.0,19.0,687.0,Yes,178315.0
2022-10-11,Europe,ERP,Partner,Consumer,5340.0,4.0,1255.0,No,21360.0
2022-10-12,Europe,Antivirus,Direct Sales,Business,199.0,1.0,907.0,No,199.0
2022-10-13,North America,Database,Partner,Business,3451.0,4.0,1409.0,No,13804.0
2022-10-14,Asia,Antivirus,Partner,Business,4046.0,4.0,1271.0,No,16184.0
2022-10-15,North America,ERP,Online,Consumer,3458.0,9.0,717.0,No,31122.0
2022-10-16,South America,Antivirus,Partner,Business,4419.0,8.0,1609.0,No,35352.0
2022-10-17,North America,Antivirus,Online,Business,6363.0,2.0,1706.0,Yes,12726.0
2022-10-18,Australia,CRM,Direct Sales,Consumer,1299.0,6.0,1945.0,No,7794.0
2022-10-19,North America,Antivirus,Partner,Consumer,2799.0,11.0,1093.0,No,30789.0
2022-10-20,Australia,DevTools,Online,Consumer,5126.0,4.0,1007.0,Yes,20504.0
2022-10-21,Australia,Database,Partner,Consumer,3224.0,14.0,788.0,Yes,45136.0
2022-10-22,Australia,CRM,Online,Business,9912.0,9.0,771.0,Yes,89208.0
2022-10-23,South America,Database,Direct Sales,Consumer,4371.0,2.0,982.0,No,8742.0
2022-10-24,North America,Database,Online,Business,8711.0,1.0,1973.0,Yes,8711.0
2022-10-25,North America,ERP,Partner,Consumer,8975.0,4.0,638.0,No,35900.0
2022-10-26,South America,ERP,Online,Business,8376.0,12.0,889.0,No,100512.0
2022-10-27,Asia,CRM,Partner,Consumer,564.0,5.0,629.0,No,2820.0
2022-10-28,Europe,ERP,Direct Sales,Consumer,9483.0,9.0,910.0,No,85347.0
2022-10-29,North America,ERP,Online,Consumer,1375.0,4.0,639.0,Yes,5500.0
2022-10-30,Europe,ERP,Partner,Business,441.0,16.0,1262.0,No,7056.0
2022-10-31,South America,Database,Partner,Business,4202.0,2.0,1158.0,No,8404.0
2022-11-01,Asia,CRM,Partner,Business,2027.0,16.0,761.0,No,32432.0
2022-11-02,Asia,Database,Online,Consumer,1924.0,16.0,762.0,No,30784.0
2022-11-03,Asia,DevTools,Online,Business,2949.0,11.0,1439.0,No,32439.0
2022-11-04,South America,Database,Online,Consumer,2559.0,1.0,1081.0,No,2559.0
2022-11-05,Australia,DevTools,Direct Sales,Consumer,6879.0,15.0,584.0,Yes,103185.0
2022-11-06,Australia,Antivirus,Partner,Consumer,1949.0,4.0,1880.0,Yes,7796.0
2022-11-07,Europe,Antivirus,Partner,Business,5477.0,18.0,1107.0,No,98586.0
2022-11-08,Australia,DevTools,Direct Sales,Consumer,9866.0,17.0,1387.0,No,167722.0
2022-11-09,Australia,DevTools,Direct Sales,Business,4381.0,7.0,1828.0,No,30667.0
2022-11-10,Asia,Database,Online,Consumer,6455.0,18.0,1103.0,No,116190.0
2022-11-11,Asia,DevTools,Online,Consumer,9697.0,13.0,1731.0,No,126061.0
2022-11-12,Europe,CRM,Online,Consumer,1463.0,10.0,1872.0,Yes,14630.0
2022-11-13,North America,Antivirus,Online,Business,4244.0,1.0,761.0,No,4244.0
2022-11-14,Europe,Antivirus,Online,Business,8517.0,2.0,1839.0,Yes,17034.0
2022-11-15,Europe,DevTools,Online,Consumer,9330.0,17.0,680.0,Yes,158610.0
2022-11-16,South America,ERP,Direct Sales,Business,6052.0,3.0,913.0,Yes,18156.0
2022-11-17,South America,ERP,Direct Sales,Business,1520.0,17.0,1712.0,Yes,25840.0
2022-11-18,Europe,DevTools,Direct Sales,Consumer,9025.0,12.0,1851.0,Yes,108300.0
2022-11-19,Europe,CRM,Partner,Consumer,1827.0,12.0,1526.0,No,21924.0
2022-11-20,Europe,ERP,Partner,Business,3593.0,10.0,657.0,No,35930.0
2022-11-21,Australia,DevTools,Online,Consumer,3818.0,7.0,1284.0,No,26726.0
2022-11-22,South America,CRM,Direct Sales,Consumer,4528.0,10.0,1359.0,No,45280.0
2022-11-23,Europe,CRM,Partner,Business,7923.0,18.0,923.0,Yes,142614.0
2022-11-24,Asia,Database,Partner,Business,8041.0,6.0,1987.0,Yes,48246.0
2022-11-25,Asia,CRM,Direct Sales,Consumer,7225.0,7.0,1003.0,No,50575.0
2022-11-26,Australia,ERP,Partner,Business,319.0,17.0,815.0,Yes,5423.0
2022-11-27,Australia,ERP,Partner,Business,5692.0,12.0,665.0,No,68304.0
2022-11-28,North America,DevTools,Direct Sales,Consumer,7500.0,17.0,1068.0,Yes,127500.0
2022-11-29,North America,DevTools,Partner,Consumer,4502.0,18.0,1539.0,Yes,81036.0
2022-11-30,North America,CRM,Direct Sales,Consumer,9455.0,14.0,847.0,Yes,132370.0
2022-12-01,Australia,Antivirus,Partner,Consumer,8256.0,11.0,1654.0,Yes,90816.0
2022-12-02,Australia,Database,Direct Sales,Business,6418.0,2.0,703.0,No,12836.0
2022-12-03,Australia,Antivirus,Partner,Business,718.0,1.0,1161.0,Yes,718.0
2022-12-04,Asia,CRM,Partner,Consumer,6558.0,11.0,1554.0,No,72138.0
2022-12-05,Australia,CRM,Direct Sales,Consumer,9125.0,2.0,703.0,No,18250.0
2022-12-06,Asia,Antivirus,Partner,Consumer,3857.0,16.0,1397.0,Yes,61712.0
2022-12-07,North America,Database,Direct Sales,Consumer,8398.0,3.0,1698.0,No,25194.0
2022-12-08,North America,Antivirus,Direct Sales,Business,3200.0,1.0,1393.0,No,3200.0
2022-12-09,North America,DevTools,Partner,Business,5744.0,8.0,1267.0,No,45952.0
2022-12-10,Europe,ERP,Online,Consumer,6519.0,19.0,1757.0,No,123861.0
2022-12-11,Europe,DevTools,Partner,Consumer,6812.0,1.0,1978.0,Yes,6812.0
2022-12-12,South America,ERP,Online,Business,8837.0,5.0,772.0,Yes,44185.0
2022-12-13,South America,CRM,Online,Business,2423.0,1.0,1537.0,Yes,2423.0
2022-12-14,South America,Database,Partner,Business,2697.0,11.0,621.0,Yes,29667.0
2022-12-15,Europe,Antivirus,Online,Business,7070.0,9.0,564.0,No,63630.0
2022-12-16,Europe,Database,Direct Sales,Consumer,1854.0,5.0,921.0,No,9270.0
2022-12-17,South America,Antivirus,Direct Sales,Business,4696.0,2.0,1956.0,Yes,9392.0
2022-12-18,South America,DevTools,Online,Business,298.0,13.0,1328.0,Yes,3874.0
2022-12-19,Australia,DevTools,Direct Sales,Business,1496.0,18.0,902.0,No,26928.0
2022-12-20,South America,Antivirus,Partner,Consumer,6821.0,12.0,699.0,Yes,81852.0
2022-12-21,Australia,Database,Direct Sales,Consumer,7500.0,14.0,1880.0,No,105000.0
2022-12-22,Asia,Antivirus,Online,Business,1242.0,5.0,1044.0,Yes,6210.0
2022-12-23,Europe,CRM,Partner,Business,2354.0,10.0,960.0,No,23540.0
2022-12-24,South America,DevTools,Direct Sales,Consumer,1079.0,2.0,1787.0,No,2158.0
2022-12-25,Europe,CRM,Partner,Consumer,4391.0,4.0,1407.0,Yes,17564.0
2022-12-26,Europe,DevTools,Online,Business,1349.0,12.0,753.0,Yes,16188.0
2022-12-27,Europe,DevTools,Direct Sales,Consumer,4429.0,11.0,1132.0,Yes,48719.0
2022-12-28,Asia,ERP,Partner,Business,7348.0,4.0,1892.0,No,29392.0
2022-12-29,North America,CRM,Partner,Consumer,6866.0,11.0,1852.0,Yes,75526.0
2022-12-30,South America,CRM,Direct Sales,Business,2877.0,9.0,605.0,Yes,25893.0
2022-12-31,North America,ERP,Partner,Business,6770.0,10.0,903.0,Yes,67700.0
2022-01-01,North America,Database,Partner,Consumer,9284.0,6.0,732.0,Yes,55704.0
2022-01-02,North America,CRM,Online,Business,3540.0,15.0,1301.0,Yes,53100.0
2022-01-03,Europe,Antivirus,Online,Consumer,3358.0,10.0,1625.0,No,33580.0
2022-01-04,Australia,ERP,Online,Consumer,5757.0,6.0,943.0,Yes,34542.0
2022-01-05,Europe,CRM,Online,Consumer,2530.0,1.0,1637.0,Yes,2530.0
2022-01-06,Europe,Database,Online,Business,6551.0,4.0,1503.0,Yes,26204.0
2022-01-07,North America,CRM,Online,Business,8339.0,14.0,1592.0,Yes,116746.0
2022-01-08,Europe,DevTools,Direct Sales,Business,4647.0,8.0,1922.0,No,37176.0
2022-01-09,North America,Antivirus,Online,Consumer,6827.0,11.0,1137.0,No,75097.0
2022-01-10,Australia,ERP,Partner,Business,6554.0,15.0,1014.0,Yes,98310.0
2022-01-11,South America,DevTools,Direct Sales,Business,483.0,19.0,1526.0,Yes,9177.0
2022-01-12,North America,Database,Partner,Business,1916.0,8.0,1711.0,Yes,15328.0
2022-01-13,Australia,DevTools,Online,Business,8946.0,13.0,787.0,No,116298.0
2022-01-14,South America,DevTools,Online,Consumer,9395.0,18.0,1770.0,No,169110.0
2022-01-15,Asia,Database,Partner,Business,7826.0,17.0,587.0,Yes,133042.0
2022-01-16,North America,DevTools,Partner,Consumer,9220.0,6.0,510.0,No,55320.0
2022-01-17,North America,ERP,Partner,Consumer,3131.0,15.0,738.0,No,46965.0
2022-01-18,Asia,CRM,Direct Sales,Consumer,2552.0,13.0,1968.0,No,33176.0
2022-01-19,Asia,DevTools,Online,Consumer,3905.0,18.0,1285.0,No,70290.0
2022-01-20,North America,ERP,Partner,Business,648.0,11.0,570.0,No,7128.0
2022-01-21,Asia,CRM,Online,Business,8118.0,13.0,1996.0,No,105534.0
2022-01-22,Europe,CRM,Partner,Business,9843.0,1.0,1617.0,Yes,9843.0
2022-01-23,South America,DevTools,Online,Consumer,8258.0,18.0,1757.0,No,148644.0
2022-01-24,South America,ERP,Direct Sales,Business,5594.0,5.0,819.0,Yes,27970.0
2022-01-25,South America,DevTools,Online,Consumer,3023.0,6.0,658.0,No,18138.0
2022-01-26,Europe,Database,Partner,Business,2057.0,1.0,1273.0,Yes,2057.0
2022-01-27,Asia,CRM,Online,Business,3704.0,7.0,1658.0,No,25928.0
2022-01-28,Australia,DevTools,Direct Sales,Business,6703.0,4.0,1457.0,Yes,26812.0
2022-01-29,Asia,CRM,Direct Sales,Consumer,4526.0,9.0,1447.0,Yes,40734.0
2022-01-30,North America,ERP,Online,Business,9347.0,15.0,1636.0,No,140205.0
2022-01-31,South America,Antivirus,Partner,Consumer,8557.0,6.0,841.0,Yes,51342.0
2022-02-01,Asia,DevTools,Direct Sales,Consumer,1114.0,17.0,1492.0,Yes,18938.0
2022-02-02,Australia,DevTools,Direct Sales,Consumer,1402.0,18.0,1088.0,No,25236.0
2022-02-03,North America,CRM,Online,Business,6795.0,4.0,605.0,Yes,27180.0
2022-02-04,Europe,ERP,Direct Sales,Business,2385.0,9.0,803.0,No,21465.0
2022-02-05,Europe,Database,Direct Sales,Consumer,7931.0,14.0,1691.0,Yes,111034.0
2022-02-06,Australia,ERP,Partner,Consumer,5954.0,3.0,1844.0,Yes,17862.0
2022-02-07,North America,DevTools,Partner,Consumer,2375.0,1.0,924.0,No,2375.0
2022-02-08,South America,Database,Partner,Consumer,4839.0,11.0,786.0,Yes,53229.0
2022-02-09,Asia,ERP,Online,Consumer,4120.0,1.0,540.0,Yes,4120.0
2022-02-10,North America,Antivirus,Direct Sales,Business,8744.0,12.0,1922.0,No,104928.0
2022-02-11,Europe,CRM,Online,Business,418.0,9.0,1526.0,No,3762.0
2022-02-12,Australia,ERP,Direct Sales,Business,8969.0,5.0,1936.0,No,44845.0
2022-02-13,Australia,ERP,Direct Sales,Consumer,6556.0,15.0,1796.0,Yes,98340.0
2022-02-14,Asia,Antivirus,Direct Sales,Consumer,7402.0,18.0,1011.0,Yes,133236.0
2022-02-15,Australia,DevTools,Partner,Business,126.0,9.0,669.0,No,1134.0
2022-02-16,Australia,CRM,Online,Business,6320.0,13.0,1249.0,Yes,82160.0
2022-02-17,North America,ERP,Online,Consumer,5926.0,13.0,540.0,Yes,77038.0
2022-02-18,South America,Database,Direct Sales,Consumer,5418.0,13.0,725.0,Yes,70434.0
2022-02-19,Asia,ERP,Online,Consumer,7880.0,10.0,850.0,Yes,78800.0
2022-02-20,North America,CRM,Partner,Business,5603.0,10.0,1498.0,Yes,56030.0
2022-02-21,South America,ERP,Online,Consumer,8585.0,7.0,1265.0,No,60095.0
2022-02-22,North America,Antivirus,Direct Sales,Consumer,2403.0,5.0,954.0,No,12015.0
2022-02-23,North America,ERP,Partner,Consumer,8079.0,7.0,1347.0,Yes,56553.0
2022-02-24,Australia,ERP,Partner,Business,1875.0,10.0,688.0,Yes,18750.0
2022-02-25,South America,Database,Direct Sales,Consumer,8150.0,10.0,1634.0,Yes,81500.0
2022-02-26,Asia,Antivirus,Online,Business,9411.0,13.0,1568.0,No,122343.0
2022-02-27,Asia,Antivirus,Direct Sales,Consumer,3423.0,15.0,825.0,No,51345.0
2022-02-28,South America,ERP,Online,Consumer,5346.0,6.0,1410.0,No,32076.0
2022-03-01,Australia,Database,Online,Business,6617.0,12.0,1255.0,No,79404.0
2022-03-02,Europe,ERP,Partner,Consumer,887.0,19.0,591.0,No,16853.0
2022-03-03,North America,ERP,Direct Sales,Business,4991.0,11.0,917.0,Yes,54901.0
2022-03-04,Australia,CRM,Partner,Consumer,3670.0,6.0,1999.0,Yes,22020.0
2022-03-05,South America,CRM,Direct Sales,Business,8737.0,1.0,649.0,Yes,8737.0
2022-03-06,North America,Database,Direct Sales,Consumer,8779.0,2.0,1260.0,Yes,17558.0
2022-03-07,Asia,DevTools,Partner,Business,7038.0,15.0,1774.0,No,105570.0
2022-03-08,Europe,CRM,Direct Sales,Business,6592.0,4.0,951.0,Yes,26368.0
2022-03-09,Asia,DevTools,Direct Sales,Consumer,7364.0,5.0,891.0,Yes,36820.0
2022-03-10,South America,Antivirus,Online,Business,3723.0,15.0,1836.0,Yes,55845.0
2022-03-11,North America,CRM,Direct Sales,Consumer,4105.0,11.0,957.0,Yes,45155.0
2022-03-12,South America,CRM,Direct Sales,Business,5582.0,10.0,1477.0,No,55820.0
2022-03-13,North America,Database,Partner,Consumer,9386.0,17.0,1610.0,No,159562.0
2022-03-14,Australia,DevTools,Partner,Consumer,7268.0,2.0,1683.0,Yes,14536.0
2022-03-15,Europe,CRM,Direct Sales,Consumer,5555.0,10.0,1992.0,Yes,55550.0
2022-03-16,Australia,CRM,Online,Consumer,7727.0,3.0,1705.0,Yes,23181.0
2022-03-17,Australia,Database,Online,Business,3772.0,19.0,1486.0,Yes,71668.0
2022-03-18,South America,Database,Partner,Consumer,7332.0,5.0,1843.0,No,36660.0
2022-03-19,Europe,DevTools,Direct Sales,Consumer,4166.0,3.0,1859.0,No,12498.0
2022-03-20,North America,Antivirus,Direct Sales,Consumer,2869.0,8.0,1960.0,Yes,22952.0
2022-03-21,North America,Antivirus,Online,Consumer,6136.0,5.0,1665.0,Yes,30680.0
2022-03-22,Asia,ERP,Online,Consumer,6900.0,12.0,792.0,No,82800.0
2022-03-23,North America,CRM,Online,Business,4647.0,14.0,1565.0,No,65058.0
2022-03-24,South America,DevTools,Partner,Consumer,5698.0,7.0,613.0,Yes,39886.0
2022-03-25,Australia,CRM,Direct Sales,Business,6971.0,11.0,977.0,Yes,76681.0
2022-03-26,Australia,DevTools,Partner,Business,7700.0,8.0,674.0,Yes,61600.0
2022-03-27,Australia,DevTools,Direct Sales,Consumer,8966.0,5.0,1925.0,No,44830.0
